account_id,company_name,industry,country,region,employees,revenue_band,account_tier
ACC-00891,Taylor-Ayala,Manufacturing,Saudi Arabia,AMEA,1000,<$10M,Tier 1
ACC-00892,May Ltd,Technology,United Kingdom,WW,100,<$10M,Tier 1
ACC-00893,Jones PLC,Education,United Kingdom,WW,50,<$10M,Tier 3
ACC-00894,Bishop and Sons,Agriculture,Spain,Europe,500,<$10M,Tier 2
ACC-00895,Bell-Lewis,Professional Services,India,APAC,25,$10M-$50M,Tier 3
ACC-00896,"Hernandez, Jenkins and Parks",Technology,Spain,Europe,25,$50M-$250M,Tier 3
ACC-00897,Miller Inc,Manufacturing,Germany,Europe,500,$1B+,Tier 1
ACC-00898,Goodwin PLC,Manufacturing,United States,WW,250,$1B+,Tier 1
ACC-00899,"Cruz, Richmond and Edwards",Agriculture,United Kingdom,WW,5000,$10M-$50M,Tier 1
ACC-00900,Wright Ltd,Professional Services,Australia,APAC,5000,<$10M,Tier 3
ACC-00901,Wright PLC,Agriculture,Saudi Arabia,AMEA,5000,<$10M,Tier 1
ACC-00902,"Griffith, Mitchell and Pugh",Professional Services,Japan,APAC,1000,$10M-$50M,Tier 3
ACC-00903,Abbott Ltd,Manufacturing,Netherlands,Europe,1000,$50M-$250M,Tier 2
ACC-00904,Harris-Lawson,Agriculture,Netherlands,Europe,250,$1B+,Tier 3
ACC-00905,Adkins LLC,Education,Singapore,APAC,1000,$250M-$1B,Tier 2
ACC-00906,"Brown, Hurst and Blevins",Technology,Germany,Europe,500,$1B+,Tier 1
ACC-00907,Cruz-Allen,Manufacturing,India,APAC,500,$10M-$50M,Tier 1
ACC-00908,"Wheeler, Rice and Levine",Technology,Kenya,AMEA,100,<$10M,Tier 1
ACC-00909,Peck-Anderson,Manufacturing,France,Europe,100,$50M-$250M,Tier 2
ACC-00910,"Fisher, Payne and Thompson",Financial Services,Singapore,APAC,500,<$10M,Tier 3
ACC-00911,Best-Townsend,Professional Services,France,Europe,50,$50M-$250M,Tier 2
ACC-00912,Matthews Inc,Education,India,APAC,500,<$10M,Tier 3
ACC-00913,Lewis-Livingston,Technology,Germany,Europe,1000,$50M-$250M,Tier 2
ACC-00914,Hunter-Fuller,Technology,France,Europe,25,$250M-$1B,Tier 1
ACC-00915,"Wang, Henderson and Morales",Professional Services,United Arab Emirates,AMEA,1000,$1B+,Tier 3
ACC-00916,"Herrera, Jensen and Ramirez",Manufacturing,Australia,APAC,100,<$10M,Tier 3
ACC-00917,Miller-Mccall,Education,Italy,Europe,50,$10M-$50M,Tier 2
ACC-00918,Herrera Group,Education,South Africa,AMEA,100,$50M-$250M,Tier 1
ACC-00919,"Walters, Davenport and Becker",Professional Services,Germany,Europe,5000,$50M-$250M,Tier 1
ACC-00920,Collins Group,Professional Services,Spain,Europe,100,$10M-$50M,Tier 2
ACC-00921,"Ashley, Allen and Sanchez",Education,Japan,APAC,250,$1B+,Tier 3
ACC-00922,Wilson-Salazar,Financial Services,India,APAC,500,$250M-$1B,Tier 2
ACC-00923,Parker Ltd,Technology,Australia,WW,5000,$50M-$250M,Tier 2
ACC-00924,"Yang, Wilson and Zimmerman",Manufacturing,Singapore,APAC,25,$50M-$250M,Tier 1
ACC-00925,"Smith, Crawford and Reed",Professional Services,Saudi Arabia,AMEA,100,$250M-$1B,Tier 1
ACC-00926,"Logan, Le and Jackson",Financial Services,Singapore,APAC,100,<$10M,Tier 1
ACC-00927,Brady LLC,Financial Services,Germany,WW,100,$50M-$250M,Tier 1
ACC-00928,"Tanner, Wise and Johnson",Agriculture,United Arab Emirates,AMEA,500,$250M-$1B,Tier 2
ACC-00929,Nelson-Brown,Manufacturing,United Kingdom,WW,250,$10M-$50M,Tier 3
ACC-00930,"Proctor, Burton and Crawford",Professional Services,Saudi Arabia,AMEA,100,<$10M,Tier 2
ACC-00931,"Ward, Porter and Bradley",Manufacturing,United Kingdom,WW,25,$50M-$250M,Tier 1
ACC-00932,Moore-Ayala,Technology,Saudi Arabia,AMEA,25,<$10M,Tier 2
ACC-00933,"Craig, Wilson and Yang",Agriculture,Kenya,AMEA,50,<$10M,Tier 2
ACC-00934,Williams Inc,Financial Services,Spain,Europe,50,$50M-$250M,Tier 2
ACC-00935,Williams LLC,Financial Services,United Kingdom,WW,10000,$1B+,Tier 3
ACC-00936,Mora-White,Technology,United Kingdom,WW,500,$50M-$250M,Tier 2
ACC-00937,Tran Ltd,Agriculture,France,Europe,25,$50M-$250M,Tier 3
ACC-00938,"Rios, Walker and Wright",Manufacturing,Kenya,AMEA,250,$1B+,Tier 2
ACC-00939,"Flores, Mckenzie and Duncan",Agriculture,India,WW,5000,<$10M,Tier 3
ACC-00940,Shaw Inc,Financial Services,South Africa,AMEA,1000,$250M-$1B,Tier 3
ACC-00941,Walker PLC,Technology,Japan,APAC,250,$250M-$1B,Tier 1
ACC-00942,Finley Inc,Education,Singapore,APAC,1000,$250M-$1B,Tier 3
ACC-00943,Cline-Ayala,Financial Services,Australia,APAC,250,$10M-$50M,Tier 2
ACC-00944,Murphy-Tran,Education,Australia,APAC,100,$50M-$250M,Tier 1
ACC-00945,Wood LLC,Financial Services,India,WW,100,<$10M,Tier 2
ACC-00946,"Mueller, Stevenson and Sanchez",Education,Netherlands,Europe,10000,$50M-$250M,Tier 1
ACC-00947,Vargas-Snyder,Technology,Australia,APAC,100,<$10M,Tier 3
ACC-00948,Oconnor PLC,Professional Services,South Africa,AMEA,250,$10M-$50M,Tier 3
ACC-00949,Hernandez Group,Manufacturing,United States,WW,10000,$10M-$50M,Tier 3
ACC-00950,Hall LLC,Agriculture,Netherlands,Europe,100,$250M-$1B,Tier 2
ACC-00951,"Franco, Wiley and Tapia",Financial Services,France,Europe,250,$10M-$50M,Tier 1
ACC-00952,Blake Group,Technology,Netherlands,Europe,5000,$10M-$50M,Tier 3
ACC-00953,"Acosta, Garcia and Moreno",Financial Services,India,APAC,100,$250M-$1B,Tier 3
ACC-00954,Barnes Inc,Agriculture,Netherlands,Europe,10000,$10M-$50M,Tier 2
ACC-00955,Dawson Inc,Technology,Italy,Europe,5000,$50M-$250M,Tier 2
ACC-00956,Morse PLC,Professional Services,United States,WW,10000,$250M-$1B,Tier 1
ACC-00957,Haynes-Watson,Professional Services,Japan,APAC,25,$1B+,Tier 2
ACC-00958,"Miller, Davis and Anderson",Financial Services,India,WW,10000,$250M-$1B,Tier 2
ACC-00959,Jones-Bradley,Education,South Africa,AMEA,5000,$50M-$250M,Tier 3
ACC-00960,Bates-Anderson,Agriculture,Germany,WW,100,$250M-$1B,Tier 3
ACC-00961,Green-Edwards,Technology,Italy,Europe,50,$10M-$50M,Tier 3
ACC-00962,Haynes-Moss,Education,Japan,APAC,1000,$250M-$1B,Tier 1
ACC-00963,Chavez-Hall,Education,Australia,APAC,10000,<$10M,Tier 2
ACC-00964,Taylor PLC,Agriculture,South Africa,AMEA,50,<$10M,Tier 1
ACC-00965,Moore and Sons,Agriculture,Netherlands,Europe,50,$1B+,Tier 3
ACC-00966,Owens-Russell,Agriculture,Italy,Europe,100,$250M-$1B,Tier 3
ACC-00967,"Howard, Townsend and Hayes",Technology,France,Europe,1000,$1B+,Tier 3
ACC-00968,Baker-Wilson,Financial Services,Australia,APAC,100,<$10M,Tier 2
ACC-00969,Aguirre LLC,Manufacturing,Saudi Arabia,AMEA,500,$10M-$50M,Tier 1
ACC-00970,"Terry, Williams and Huff",Financial Services,India,APAC,500,<$10M,Tier 2
ACC-00971,Hernandez-Dawson,Education,Italy,Europe,25,$1B+,Tier 2
ACC-00972,Foster-Williams,Financial Services,Japan,APAC,10000,$250M-$1B,Tier 2
ACC-00973,Green-Ewing,Professional Services,Germany,WW,25,$10M-$50M,Tier 3
ACC-00974,Crane Group,Professional Services,South Africa,AMEA,25,$10M-$50M,Tier 1
ACC-00975,"Adkins, Wright and Murray",Agriculture,India,WW,25,$10M-$50M,Tier 1
ACC-00976,Martinez Inc,Manufacturing,United Arab Emirates,AMEA,25,<$10M,Tier 2
ACC-00977,Anderson Group,Financial Services,Singapore,APAC,100,$250M-$1B,Tier 3
ACC-00978,Parks-Pace,Technology,United Arab Emirates,AMEA,500,$50M-$250M,Tier 2
ACC-00979,Aguilar LLC,Technology,Spain,Europe,50,$50M-$250M,Tier 2
ACC-00980,Johnson Inc,Technology,Singapore,APAC,1000,$1B+,Tier 2
ACC-00981,Orr Group,Agriculture,Australia,APAC,25,<$10M,Tier 3
ACC-00982,Davis LLC,Education,Germany,WW,500,$250M-$1B,Tier 3
ACC-00983,Williams Group,Manufacturing,Kenya,AMEA,100,$1B+,Tier 3
ACC-00984,Jackson PLC,Professional Services,Spain,Europe,10000,$10M-$50M,Tier 3
ACC-00985,Underwood-Foster,Agriculture,Singapore,APAC,250,<$10M,Tier 1
ACC-00986,Reyes Group,Education,United States,WW,250,$1B+,Tier 2
ACC-00987,Gomez and Sons,Technology,Netherlands,Europe,1000,$1B+,Tier 3
ACC-00988,Ramirez-Stephenson,Technology,Australia,APAC,500,$50M-$250M,Tier 1
ACC-00989,Mendez PLC,Manufacturing,Kenya,AMEA,25,<$10M,Tier 3
ACC-00990,Holland Group,Manufacturing,Saudi Arabia,AMEA,25,$10M-$50M,Tier 1
ACC-00991,Andrade-Mendoza,Manufacturing,Saudi Arabia,AMEA,10000,<$10M,Tier 3
ACC-00992,Ramirez and Sons,Education,Australia,APAC,10000,$1B+,Tier 2
ACC-00993,Gonzalez-Wilkerson,Education,Germany,Europe,500,$1B+,Tier 3
ACC-00994,"Wright, Mcknight and Stephens",Professional Services,United Arab Emirates,AMEA,250,$1B+,Tier 3
ACC-00995,Mayo Ltd,Manufacturing,United Arab Emirates,AMEA,100,$50M-$250M,Tier 1
ACC-00996,Castillo-Harrington,Education,South Africa,AMEA,5000,$10M-$50M,Tier 3
ACC-00997,Durham-Shaw,Manufacturing,India,WW,25,$50M-$250M,Tier 2
ACC-00998,Nelson-Johnson,Education,United Kingdom,WW,1000,$250M-$1B,Tier 2
ACC-00999,"Robinson, Huang and Osborne",Professional Services,Singapore,APAC,100,<$10M,Tier 2
ACC-01000,Stokes Group,Financial Services,United States,WW,10000,$1B+,Tier 1
